query,name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,date,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,daily_will_it_rain,daily_chance_of_rain,daily_will_it_snow,daily_chance_of_snow,condition_text,condition_icon,condition_code
"VITORIA, ESPIRITO SANTO, BRAZIL",Vitoria,Espirito Santo,Brazil,-20.32,-40.35,America/Sao_Paulo,1703801623,2023-12-28 19:13,1703800800,2023-12-28 19:00,26.0,78.8,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",5.6,9.0,150,SSE,1014.0,29.94,0.0,0.0,74,75,28.6,83.4,10.0,6.0,1.0,10.1,16.2,2023-12-30,"{'maxtemp_c': 34.0, 'maxtemp_f': 93.3, 'mintemp_c': 23.1, 'mintemp_f': 73.6, 'avgtemp_c': 27.2, 'avgtemp_f': 81.0, 'maxwind_mph': 11.6, 'maxwind_kph': 18.7, 'totalprecip_mm': 2.46, 'totalprecip_in': 0.1, 'totalsnow_cm': 0.0, 'avgvis_km': 9.9, 'avgvis_miles': 6.0, 'avghumidity': 78.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 87, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",34.0,23.1,27.2,18.7,2.46,9.9,78.0,1,87,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"NATAL, RIO GRANDE DO NORTE, BRAZIL",Natal,Rio Grande do Norte,Brazil,-5.78,-35.22,America/Fortaleza,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,120,ESE,1011.0,29.85,0.0,0.0,74,25,31.5,88.7,10.0,6.0,1.0,12.3,19.8,2023-12-28,"{'maxtemp_c': 30.5, 'maxtemp_f': 86.8, 'mintemp_c': 26.0, 'mintemp_f': 78.9, 'avgtemp_c': 27.7, 'avgtemp_f': 81.9, 'maxwind_mph': 13.2, 'maxwind_kph': 21.2, 'totalprecip_mm': 0.3, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 69.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 83, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",30.5,26.0,27.7,21.2,0.3,10.0,69.0,1,83,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"NATAL, RIO GRANDE DO NORTE, BRAZIL",Natal,Rio Grande do Norte,Brazil,-5.78,-35.22,America/Fortaleza,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,120,ESE,1011.0,29.85,0.0,0.0,74,25,31.5,88.7,10.0,6.0,1.0,12.3,19.8,2023-12-29,"{'maxtemp_c': 30.9, 'maxtemp_f': 87.5, 'mintemp_c': 25.4, 'mintemp_f': 77.7, 'avgtemp_c': 27.6, 'avgtemp_f': 81.7, 'maxwind_mph': 11.9, 'maxwind_kph': 19.1, 'totalprecip_mm': 0.11, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 68.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 81, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",30.9,25.4,27.6,19.1,0.11,10.0,68.0,1,81,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"NATAL, RIO GRANDE DO NORTE, BRAZIL",Natal,Rio Grande do Norte,Brazil,-5.78,-35.22,America/Fortaleza,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,120,ESE,1011.0,29.85,0.0,0.0,74,25,31.5,88.7,10.0,6.0,1.0,12.3,19.8,2023-12-30,"{'maxtemp_c': 30.7, 'maxtemp_f': 87.2, 'mintemp_c': 25.2, 'mintemp_f': 77.3, 'avgtemp_c': 27.4, 'avgtemp_f': 81.3, 'maxwind_mph': 10.5, 'maxwind_kph': 16.9, 'totalprecip_mm': 0.1, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 73.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'uv': 7.0}",30.7,25.2,27.4,16.9,0.1,10.0,73.0,0,0,0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003
"BELO HORIZONTE, MINAS GERAIS, BRAZIL",Belo Horizonte,Minas Gerais,Brazil,-19.92,-43.93,America/Sao_Paulo,1703801628,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,80,E,1016.0,30.0,0.01,0.0,62,25,35.1,95.2,10.0,6.0,1.0,15.0,24.1,2023-12-28,"{'maxtemp_c': 26.4, 'maxtemp_f': 79.6, 'mintemp_c': 18.6, 'mintemp_f': 65.5, 'avgtemp_c': 22.0, 'avgtemp_f': 71.6, 'maxwind_mph': 7.2, 'maxwind_kph': 11.5, 'totalprecip_mm': 4.53, 'totalprecip_in': 0.18, 'totalsnow_cm': 0.0, 'avgvis_km': 6.1, 'avgvis_miles': 3.0, 'avghumidity': 85.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 89, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 5.0}",26.4,18.6,22.0,11.5,4.53,6.1,85.0,1,89,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"BELO HORIZONTE, MINAS GERAIS, BRAZIL",Belo Horizonte,Minas Gerais,Brazil,-19.92,-43.93,America/Sao_Paulo,1703801628,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,80,E,1016.0,30.0,0.01,0.0,62,25,35.1,95.2,10.0,6.0,1.0,15.0,24.1,2023-12-29,"{'maxtemp_c': 31.8, 'maxtemp_f': 89.3, 'mintemp_c': 18.2, 'mintemp_f': 64.7, 'avgtemp_c': 24.2, 'avgtemp_f': 75.5, 'maxwind_mph': 5.8, 'maxwind_kph': 9.4, 'totalprecip_mm': 0.04, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 7.6, 'avgvis_miles': 4.0, 'avghumidity': 72.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'uv': 6.0}",31.8,18.2,24.2,9.4,0.04,7.6,72.0,0,0,0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003
"BELO HORIZONTE, MINAS GERAIS, BRAZIL",Belo Horizonte,Minas Gerais,Brazil,-19.92,-43.93,America/Sao_Paulo,1703801628,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,80,E,1016.0,30.0,0.01,0.0,62,25,35.1,95.2,10.0,6.0,1.0,15.0,24.1,2023-12-30,"{'maxtemp_c': 33.2, 'maxtemp_f': 91.8, 'mintemp_c': 19.2, 'mintemp_f': 66.5, 'avgtemp_c': 23.8, 'avgtemp_f': 74.8, 'maxwind_mph': 12.1, 'maxwind_kph': 19.4, 'totalprecip_mm': 58.16, 'totalprecip_in': 2.29, 'totalsnow_cm': 0.0, 'avgvis_km': 9.0, 'avgvis_miles': 5.0, 'avghumidity': 78.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 78, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Heavy rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/308.png', 'code': 1195}, 'uv': 5.0}",33.2,19.2,23.8,19.4,58.16,9.0,78.0,1,78,0,0,Heavy rain,//cdn.weatherapi.com/weather/64x64/day/308.png,1195
"MACEIO, ALAGOAS, BRAZIL",Maceio,Alagoas,Brazil,-9.67,-35.72,America/Maceio,1703801620,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,80,E,1013.0,29.91,0.0,0.0,79,25,29.7,85.4,10.0,6.0,1.0,13.2,21.3,2023-12-28,"{'maxtemp_c': 28.8, 'maxtemp_f': 83.8, 'mintemp_c': 26.0, 'mintemp_f': 78.9, 'avgtemp_c': 27.2, 'avgtemp_f': 81.0, 'maxwind_mph': 13.4, 'maxwind_kph': 21.6, 'totalprecip_mm': 0.53, 'totalprecip_in': 0.02, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 71.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 88, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",28.8,26.0,27.2,21.6,0.53,10.0,71.0,1,88,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"MACEIO, ALAGOAS, BRAZIL",Maceio,Alagoas,Brazil,-9.67,-35.72,America/Maceio,1703801620,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,80,E,1013.0,29.91,0.0,0.0,79,25,29.7,85.4,10.0,6.0,1.0,13.2,21.3,2023-12-29,"{'maxtemp_c': 28.8, 'maxtemp_f': 83.9, 'mintemp_c': 25.7, 'mintemp_f': 78.3, 'avgtemp_c': 27.1, 'avgtemp_f': 80.7, 'maxwind_mph': 13.4, 'maxwind_kph': 21.6, 'totalprecip_mm': 0.32, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 70.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 92, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",28.8,25.7,27.1,21.6,0.32,10.0,70.0,1,92,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"MACEIO, ALAGOAS, BRAZIL",Maceio,Alagoas,Brazil,-9.67,-35.72,America/Maceio,1703801620,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,80,E,1013.0,29.91,0.0,0.0,79,25,29.7,85.4,10.0,6.0,1.0,13.2,21.3,2023-12-30,"{'maxtemp_c': 29.4, 'maxtemp_f': 84.9, 'mintemp_c': 25.1, 'mintemp_f': 77.2, 'avgtemp_c': 27.1, 'avgtemp_f': 80.7, 'maxwind_mph': 17.0, 'maxwind_kph': 27.4, 'totalprecip_mm': 0.1, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'uv': 7.0}",29.4,25.1,27.1,27.4,0.1,10.0,72.0,0,0,0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003
"CUIABA, MATO GROSSO, BRAZIL",Cuiaba,Mato Grosso,Brazil,-15.58,-56.08,America/Cuiaba,1703801627,2023-12-28 18:13,1703800800,2023-12-28 18:00,37.0,98.6,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",5.6,9.0,350,N,1006.0,29.71,0.0,0.0,37,25,39.3,102.8,10.0,6.0,8.0,7.5,12.1,2023-12-28,"{'maxtemp_c': 40.7, 'maxtemp_f': 105.2, 'mintemp_c': 24.3, 'mintemp_f': 75.7, 'avgtemp_c': 32.3, 'avgtemp_f': 90.1, 'maxwind_mph': 7.8, 'maxwind_kph': 12.6, 'totalprecip_mm': 0.0, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 41.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 8.0}",40.7,24.3,32.3,12.6,0.0,10.0,41.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"CUIABA, MATO GROSSO, BRAZIL",Cuiaba,Mato Grosso,Brazil,-15.58,-56.08,America/Cuiaba,1703801627,2023-12-28 18:13,1703800800,2023-12-28 18:00,37.0,98.6,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",5.6,9.0,350,N,1006.0,29.71,0.0,0.0,37,25,39.3,102.8,10.0,6.0,8.0,7.5,12.1,2023-12-29,"{'maxtemp_c': 38.8, 'maxtemp_f': 101.8, 'mintemp_c': 27.8, 'mintemp_f': 82.0, 'avgtemp_c': 32.0, 'avgtemp_f': 89.6, 'maxwind_mph': 11.9, 'maxwind_kph': 19.1, 'totalprecip_mm': 0.55, 'totalprecip_in': 0.02, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 45.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 75, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 7.0}",38.8,27.8,32.0,19.1,0.55,10.0,45.0,1,75,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"CUIABA, MATO GROSSO, BRAZIL",Cuiaba,Mato Grosso,Brazil,-15.58,-56.08,America/Cuiaba,1703801627,2023-12-28 18:13,1703800800,2023-12-28 18:00,37.0,98.6,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",5.6,9.0,350,N,1006.0,29.71,0.0,0.0,37,25,39.3,102.8,10.0,6.0,8.0,7.5,12.1,2023-12-30,"{'maxtemp_c': 35.1, 'maxtemp_f': 95.2, 'mintemp_c': 23.6, 'mintemp_f': 74.5, 'avgtemp_c': 28.3, 'avgtemp_f': 83.0, 'maxwind_mph': 8.9, 'maxwind_kph': 14.4, 'totalprecip_mm': 6.2, 'totalprecip_in': 0.24, 'totalsnow_cm': 0.0, 'avgvis_km': 9.2, 'avgvis_miles': 5.0, 'avghumidity': 69.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 86, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}, 'uv': 6.0}",35.1,23.6,28.3,14.4,6.2,9.2,69.0,1,86,0,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,1189
"CURITIBA, PARANA, BRAZIL",Curitiba,Parana,Brazil,-25.42,-49.25,America/Sao_Paulo,1703801631,2023-12-28 19:13,1703800800,2023-12-28 19:00,29.0,84.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.5,16.9,340,NNW,1014.0,29.94,0.0,0.0,43,0,33.6,92.5,10.0,6.0,6.0,15.0,24.1,2023-12-28,"{'maxtemp_c': 31.4, 'maxtemp_f': 88.5, 'mintemp_c': 14.6, 'mintemp_f': 58.4, 'avgtemp_c': 22.5, 'avgtemp_f': 72.6, 'maxwind_mph': 6.7, 'maxwind_kph': 10.8, 'totalprecip_mm': 0.0, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 62.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 6.0}",31.4,14.6,22.5,10.8,0.0,10.0,62.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"CURITIBA, PARANA, BRAZIL",Curitiba,Parana,Brazil,-25.42,-49.25,America/Sao_Paulo,1703801631,2023-12-28 19:13,1703800800,2023-12-28 19:00,29.0,84.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.5,16.9,340,NNW,1014.0,29.94,0.0,0.0,43,0,33.6,92.5,10.0,6.0,6.0,15.0,24.1,2023-12-29,"{'maxtemp_c': 34.1, 'maxtemp_f': 93.3, 'mintemp_c': 17.6, 'mintemp_f': 63.7, 'avgtemp_c': 25.9, 'avgtemp_f': 78.6, 'maxwind_mph': 11.9, 'maxwind_kph': 19.1, 'totalprecip_mm': 0.34, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 52.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 68, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",34.1,17.6,25.9,19.1,0.34,10.0,52.0,0,68,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"CURITIBA, PARANA, BRAZIL",Curitiba,Parana,Brazil,-25.42,-49.25,America/Sao_Paulo,1703801631,2023-12-28 19:13,1703800800,2023-12-28 19:00,29.0,84.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.5,16.9,340,NNW,1014.0,29.94,0.0,0.0,43,0,33.6,92.5,10.0,6.0,6.0,15.0,24.1,2023-12-30,"{'maxtemp_c': 24.5, 'maxtemp_f': 76.1, 'mintemp_c': 17.0, 'mintemp_f': 62.5, 'avgtemp_c': 19.8, 'avgtemp_f': 67.7, 'maxwind_mph': 8.9, 'maxwind_kph': 14.4, 'totalprecip_mm': 1.35, 'totalprecip_in': 0.05, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 84.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 86, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 4.0}",24.5,17.0,19.8,14.4,1.35,10.0,84.0,1,86,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"FLORIANOPOLIS, SANTA CATARINA, BRAZIL",Florianopolis,Santa Catarina,Brazil,-27.58,-48.57,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",16.1,25.9,350,N,1009.0,29.8,0.0,0.0,66,0,32.8,91.0,10.0,6.0,6.0,20.6,33.1,2023-12-28,"{'maxtemp_c': 29.0, 'maxtemp_f': 84.3, 'mintemp_c': 17.6, 'mintemp_f': 63.7, 'avgtemp_c': 23.5, 'avgtemp_f': 74.4, 'maxwind_mph': 13.4, 'maxwind_kph': 21.6, 'totalprecip_mm': 0.01, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 6.0}",29.0,17.6,23.5,21.6,0.01,10.0,72.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"FLORIANOPOLIS, SANTA CATARINA, BRAZIL",Florianopolis,Santa Catarina,Brazil,-27.58,-48.57,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",16.1,25.9,350,N,1009.0,29.8,0.0,0.0,66,0,32.8,91.0,10.0,6.0,6.0,20.6,33.1,2023-12-29,"{'maxtemp_c': 30.8, 'maxtemp_f': 87.5, 'mintemp_c': 21.8, 'mintemp_f': 71.2, 'avgtemp_c': 25.0, 'avgtemp_f': 77.1, 'maxwind_mph': 8.9, 'maxwind_kph': 14.4, 'totalprecip_mm': 0.1, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 77.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'uv': 7.0}",30.8,21.8,25.0,14.4,0.1,10.0,77.0,0,0,0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003
"FLORIANOPOLIS, SANTA CATARINA, BRAZIL",Florianopolis,Santa Catarina,Brazil,-27.58,-48.57,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",16.1,25.9,350,N,1009.0,29.8,0.0,0.0,66,0,32.8,91.0,10.0,6.0,6.0,20.6,33.1,2023-12-30,"{'maxtemp_c': 26.7, 'maxtemp_f': 80.1, 'mintemp_c': 19.4, 'mintemp_f': 66.9, 'avgtemp_c': 22.6, 'avgtemp_f': 72.7, 'maxwind_mph': 14.8, 'maxwind_kph': 23.8, 'totalprecip_mm': 0.27, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 73.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 85, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 5.0}",26.7,19.4,22.6,23.8,0.27,10.0,73.0,1,85,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"SAO LUIS, MARANHAO, BRAZIL",Sao Luis,Maranhao,Brazil,-2.52,-44.27,America/Fortaleza,1703801626,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",17.4,28.1,30,NNE,1009.0,29.8,1.24,0.05,84,50,33.4,92.1,10.0,6.0,1.0,19.8,31.9,2023-12-28,"{'maxtemp_c': 29.0, 'maxtemp_f': 84.3, 'mintemp_c': 25.9, 'mintemp_f': 78.7, 'avgtemp_c': 27.3, 'avgtemp_f': 81.1, 'maxwind_mph': 15.4, 'maxwind_kph': 24.8, 'totalprecip_mm': 18.89, 'totalprecip_in': 0.74, 'totalsnow_cm': 0.0, 'avgvis_km': 9.4, 'avgvis_miles': 5.0, 'avghumidity': 84.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 97, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}, 'uv': 6.0}",29.0,25.9,27.3,24.8,18.89,9.4,84.0,1,97,0,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,1189
"SAO LUIS, MARANHAO, BRAZIL",Sao Luis,Maranhao,Brazil,-2.52,-44.27,America/Fortaleza,1703801626,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",17.4,28.1,30,NNE,1009.0,29.8,1.24,0.05,84,50,33.4,92.1,10.0,6.0,1.0,19.8,31.9,2023-12-29,"{'maxtemp_c': 29.2, 'maxtemp_f': 84.5, 'mintemp_c': 26.7, 'mintemp_f': 80.1, 'avgtemp_c': 27.7, 'avgtemp_f': 81.9, 'maxwind_mph': 17.0, 'maxwind_kph': 27.4, 'totalprecip_mm': 3.75, 'totalprecip_in': 0.15, 'totalsnow_cm': 0.0, 'avgvis_km': 9.6, 'avgvis_miles': 5.0, 'avghumidity': 82.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 89, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",29.2,26.7,27.7,27.4,3.75,9.6,82.0,1,89,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
