query,name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,date,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,daily_will_it_rain,daily_chance_of_rain,daily_will_it_snow,daily_chance_of_snow,condition_text,condition_icon,condition_code
"FORTALEZA, CEARA, BRAZIL",Fortaleza,Ceara,Brazil,-3.32,-41.42,America/Fortaleza,1703801623,2023-12-28 19:13,1703800800,2023-12-28 19:00,29.0,84.2,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",16.1,25.9,60,ENE,1009.0,29.8,0.0,0.0,79,50,34.9,94.8,10.0,6.0,1.0,20.6,33.1,2023-12-30,"{'maxtemp_c': 34.4, 'maxtemp_f': 93.9, 'mintemp_c': 24.4, 'mintemp_f': 75.9, 'avgtemp_c': 27.6, 'avgtemp_f': 81.8, 'maxwind_mph': 8.9, 'maxwind_kph': 14.4, 'totalprecip_mm': 1.14, 'totalprecip_in': 0.04, 'totalsnow_cm': 0.0, 'avgvis_km': 9.9, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 89, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",34.4,24.4,27.6,14.4,1.14,9.9,72.0,1,89,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"JOAO PESSOA, PARAIBA, BRAZIL",Joao Pessoa,Paraiba,Brazil,-7.12,-34.87,America/Fortaleza,1703801654,2023-12-28 19:14,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,120,ESE,1012.0,29.88,0.02,0.0,79,25,29.7,85.5,10.0,6.0,1.0,14.8,23.8,2023-12-28,"{'maxtemp_c': 29.7, 'maxtemp_f': 85.5, 'mintemp_c': 25.1, 'mintemp_f': 77.1, 'avgtemp_c': 27.0, 'avgtemp_f': 80.5, 'maxwind_mph': 13.4, 'maxwind_kph': 21.6, 'totalprecip_mm': 0.41, 'totalprecip_in': 0.02, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 71.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 87, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",29.7,25.1,27.0,21.6,0.41,10.0,71.0,1,87,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"JOAO PESSOA, PARAIBA, BRAZIL",Joao Pessoa,Paraiba,Brazil,-7.12,-34.87,America/Fortaleza,1703801654,2023-12-28 19:14,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,120,ESE,1012.0,29.88,0.02,0.0,79,25,29.7,85.5,10.0,6.0,1.0,14.8,23.8,2023-12-29,"{'maxtemp_c': 29.6, 'maxtemp_f': 85.3, 'mintemp_c': 24.9, 'mintemp_f': 76.8, 'avgtemp_c': 27.0, 'avgtemp_f': 80.6, 'maxwind_mph': 13.4, 'maxwind_kph': 21.6, 'totalprecip_mm': 0.12, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 68.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 84, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",29.6,24.9,27.0,21.6,0.12,10.0,68.0,1,84,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"JOAO PESSOA, PARAIBA, BRAZIL",Joao Pessoa,Paraiba,Brazil,-7.12,-34.87,America/Fortaleza,1703801654,2023-12-28 19:14,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.5,16.9,120,ESE,1012.0,29.88,0.02,0.0,79,25,29.7,85.5,10.0,6.0,1.0,14.8,23.8,2023-12-30,"{'maxtemp_c': 30.1, 'maxtemp_f': 86.1, 'mintemp_c': 24.6, 'mintemp_f': 76.3, 'avgtemp_c': 26.9, 'avgtemp_f': 80.5, 'maxwind_mph': 14.3, 'maxwind_kph': 23.0, 'totalprecip_mm': 0.21, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 82, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",30.1,24.6,26.9,23.0,0.21,10.0,72.0,1,82,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"BOA VISTA, RORAIMA, BRAZIL",Boa Vista,Roraima,Brazil,2.82,-60.67,America/Boa_Vista,1703801638,2023-12-28 18:13,1703800800,2023-12-28 18:00,34.0,93.2,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.9,11.2,120,ESE,1008.0,29.77,0.0,0.0,44,25,38.4,101.2,10.0,6.0,8.0,10.8,17.4,2023-12-28,"{'maxtemp_c': 35.2, 'maxtemp_f': 95.3, 'mintemp_c': 24.3, 'mintemp_f': 75.8, 'avgtemp_c': 29.5, 'avgtemp_f': 85.1, 'maxwind_mph': 7.4, 'maxwind_kph': 11.9, 'totalprecip_mm': 0.42, 'totalprecip_in': 0.02, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 61.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 85, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",35.2,24.3,29.5,11.9,0.42,10.0,61.0,1,85,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"BOA VISTA, RORAIMA, BRAZIL",Boa Vista,Roraima,Brazil,2.82,-60.67,America/Boa_Vista,1703801638,2023-12-28 18:13,1703800800,2023-12-28 18:00,34.0,93.2,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.9,11.2,120,ESE,1008.0,29.77,0.0,0.0,44,25,38.4,101.2,10.0,6.0,8.0,10.8,17.4,2023-12-29,"{'maxtemp_c': 36.0, 'maxtemp_f': 96.9, 'mintemp_c': 25.0, 'mintemp_f': 77.1, 'avgtemp_c': 29.9, 'avgtemp_f': 85.7, 'maxwind_mph': 10.1, 'maxwind_kph': 16.2, 'totalprecip_mm': 2.49, 'totalprecip_in': 0.1, 'totalsnow_cm': 0.0, 'avgvis_km': 9.7, 'avgvis_miles': 6.0, 'avghumidity': 59.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 87, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",36.0,25.0,29.9,16.2,2.49,9.7,59.0,1,87,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"BOA VISTA, RORAIMA, BRAZIL",Boa Vista,Roraima,Brazil,2.82,-60.67,America/Boa_Vista,1703801638,2023-12-28 18:13,1703800800,2023-12-28 18:00,34.0,93.2,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.9,11.2,120,ESE,1008.0,29.77,0.0,0.0,44,25,38.4,101.2,10.0,6.0,8.0,10.8,17.4,2023-12-30,"{'maxtemp_c': 36.5, 'maxtemp_f': 97.7, 'mintemp_c': 24.4, 'mintemp_f': 76.0, 'avgtemp_c': 29.4, 'avgtemp_f': 85.0, 'maxwind_mph': 11.2, 'maxwind_kph': 18.0, 'totalprecip_mm': 4.49, 'totalprecip_in': 0.18, 'totalsnow_cm': 0.0, 'avgvis_km': 9.5, 'avgvis_miles': 5.0, 'avghumidity': 62.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 89, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",36.5,24.4,29.4,18.0,4.49,9.5,62.0,1,89,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"RIO DE JANEIRO, RIO DE JANEIRO, BRAZIL",Rio De Janeiro,Rio de Janeiro,Brazil,-22.9,-43.23,America/Sao_Paulo,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.1,13.0,150,SSE,1011.0,29.85,0.0,0.0,70,0,29.8,85.7,10.0,6.0,1.0,12.3,19.8,2023-12-28,"{'maxtemp_c': 28.9, 'maxtemp_f': 83.9, 'mintemp_c': 21.4, 'mintemp_f': 70.6, 'avgtemp_c': 25.1, 'avgtemp_f': 77.2, 'maxwind_mph': 11.2, 'maxwind_kph': 18.0, 'totalprecip_mm': 0.0, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 68.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 7.0}",28.9,21.4,25.1,18.0,0.0,10.0,68.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"RIO DE JANEIRO, RIO DE JANEIRO, BRAZIL",Rio De Janeiro,Rio de Janeiro,Brazil,-22.9,-43.23,America/Sao_Paulo,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.1,13.0,150,SSE,1011.0,29.85,0.0,0.0,70,0,29.8,85.7,10.0,6.0,1.0,12.3,19.8,2023-12-29,"{'maxtemp_c': 34.4, 'maxtemp_f': 93.9, 'mintemp_c': 22.7, 'mintemp_f': 72.9, 'avgtemp_c': 28.6, 'avgtemp_f': 83.5, 'maxwind_mph': 8.1, 'maxwind_kph': 13.0, 'totalprecip_mm': 0.0, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 64.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 7.0}",34.4,22.7,28.6,13.0,0.0,10.0,64.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"RIO DE JANEIRO, RIO DE JANEIRO, BRAZIL",Rio De Janeiro,Rio de Janeiro,Brazil,-22.9,-43.23,America/Sao_Paulo,1703801634,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.0,80.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.1,13.0,150,SSE,1011.0,29.85,0.0,0.0,70,0,29.8,85.7,10.0,6.0,1.0,12.3,19.8,2023-12-30,"{'maxtemp_c': 30.2, 'maxtemp_f': 86.3, 'mintemp_c': 23.7, 'mintemp_f': 74.6, 'avgtemp_c': 26.7, 'avgtemp_f': 80.0, 'maxwind_mph': 15.4, 'maxwind_kph': 24.8, 'totalprecip_mm': 5.88, 'totalprecip_in': 0.23, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 78.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 84, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}, 'uv': 6.0}",30.2,23.7,26.7,24.8,5.88,10.0,78.0,1,84,0,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,1189
"SAO PAULO, SAO PAULO, BRAZIL",Sao Paulo,Sao Paulo,Brazil,-23.53,-46.62,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,25.0,77.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.4,15.1,150,SSE,1014.0,29.94,0.0,0.0,65,0,26.4,79.6,10.0,6.0,1.0,13.9,22.3,2023-12-28,"{'maxtemp_c': 33.5, 'maxtemp_f': 92.3, 'mintemp_c': 17.3, 'mintemp_f': 63.1, 'avgtemp_c': 24.7, 'avgtemp_f': 76.4, 'maxwind_mph': 11.4, 'maxwind_kph': 18.4, 'totalprecip_mm': 0.0, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 60.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 6.0}",33.5,17.3,24.7,18.4,0.0,10.0,60.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"SAO PAULO, SAO PAULO, BRAZIL",Sao Paulo,Sao Paulo,Brazil,-23.53,-46.62,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,25.0,77.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.4,15.1,150,SSE,1014.0,29.94,0.0,0.0,65,0,26.4,79.6,10.0,6.0,1.0,13.9,22.3,2023-12-29,"{'maxtemp_c': 38.0, 'maxtemp_f': 100.5, 'mintemp_c': 21.4, 'mintemp_f': 70.6, 'avgtemp_c': 30.0, 'avgtemp_f': 85.9, 'maxwind_mph': 11.6, 'maxwind_kph': 18.7, 'totalprecip_mm': 0.17, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 45.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 76, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",38.0,21.4,30.0,18.7,0.17,10.0,45.0,1,76,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"SAO PAULO, SAO PAULO, BRAZIL",Sao Paulo,Sao Paulo,Brazil,-23.53,-46.62,America/Sao_Paulo,1703801639,2023-12-28 19:13,1703800800,2023-12-28 19:00,25.0,77.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.4,15.1,150,SSE,1014.0,29.94,0.0,0.0,65,0,26.4,79.6,10.0,6.0,1.0,13.9,22.3,2023-12-30,"{'maxtemp_c': 27.8, 'maxtemp_f': 82.0, 'mintemp_c': 19.6, 'mintemp_f': 67.2, 'avgtemp_c': 23.6, 'avgtemp_f': 74.4, 'maxwind_mph': 13.9, 'maxwind_kph': 22.3, 'totalprecip_mm': 4.2, 'totalprecip_in': 0.17, 'totalsnow_cm': 0.0, 'avgvis_km': 9.7, 'avgvis_miles': 6.0, 'avghumidity': 77.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 81, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 5.0}",27.8,19.6,23.6,22.3,4.2,9.7,77.0,1,81,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"MACAPA, AMAPA, BRAZIL",Macapa,Amapa,Brazil,0.03,-51.05,America/Belem,1703801621,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.5,81.4,0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.0,17.6,76,ENE,1010.0,29.84,0.93,0.04,79,72,31.1,88.0,9.0,5.0,1.0,17.4,28.0,2023-12-28,"{'maxtemp_c': 30.3, 'maxtemp_f': 86.5, 'mintemp_c': 25.2, 'mintemp_f': 77.3, 'avgtemp_c': 27.6, 'avgtemp_f': 81.6, 'maxwind_mph': 11.0, 'maxwind_kph': 17.6, 'totalprecip_mm': 9.43, 'totalprecip_in': 0.37, 'totalsnow_cm': 0.0, 'avgvis_km': 9.7, 'avgvis_miles': 6.0, 'avghumidity': 80.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 93, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}, 'uv': 6.0}",30.3,25.2,27.6,17.6,9.43,9.7,80.0,1,93,0,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,1189
"MACAPA, AMAPA, BRAZIL",Macapa,Amapa,Brazil,0.03,-51.05,America/Belem,1703801621,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.5,81.4,0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.0,17.6,76,ENE,1010.0,29.84,0.93,0.04,79,72,31.1,88.0,9.0,5.0,1.0,17.4,28.0,2023-12-29,"{'maxtemp_c': 30.8, 'maxtemp_f': 87.4, 'mintemp_c': 25.0, 'mintemp_f': 76.9, 'avgtemp_c': 27.7, 'avgtemp_f': 81.9, 'maxwind_mph': 12.3, 'maxwind_kph': 19.8, 'totalprecip_mm': 0.62, 'totalprecip_in': 0.02, 'totalsnow_cm': 0.0, 'avgvis_km': 9.9, 'avgvis_miles': 6.0, 'avghumidity': 79.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 84, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",30.8,25.0,27.7,19.8,0.62,9.9,79.0,1,84,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"MACAPA, AMAPA, BRAZIL",Macapa,Amapa,Brazil,0.03,-51.05,America/Belem,1703801621,2023-12-28 19:13,1703800800,2023-12-28 19:00,27.5,81.4,0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.0,17.6,76,ENE,1010.0,29.84,0.93,0.04,79,72,31.1,88.0,9.0,5.0,1.0,17.4,28.0,2023-12-30,"{'maxtemp_c': 29.1, 'maxtemp_f': 84.5, 'mintemp_c': 24.7, 'mintemp_f': 76.5, 'avgtemp_c': 26.8, 'avgtemp_f': 80.3, 'maxwind_mph': 11.2, 'maxwind_kph': 18.0, 'totalprecip_mm': 9.08, 'totalprecip_in': 0.36, 'totalsnow_cm': 0.0, 'avgvis_km': 9.3, 'avgvis_miles': 5.0, 'avghumidity': 83.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 88, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}, 'uv': 6.0}",29.1,24.7,26.8,18.0,9.08,9.3,83.0,1,88,0,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,1189
"SALVADOR, BAHIA, BRAZIL",Salvador,Bahia,Brazil,-12.98,-38.52,America/Bahia,1703801622,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",11.9,19.1,100,E,1013.0,29.91,0.0,0.0,74,0,31.8,89.2,10.0,6.0,1.0,16.7,26.9,2023-12-28,"{'maxtemp_c': 27.7, 'maxtemp_f': 81.8, 'mintemp_c': 26.2, 'mintemp_f': 79.2, 'avgtemp_c': 27.1, 'avgtemp_f': 80.7, 'maxwind_mph': 15.4, 'maxwind_kph': 24.8, 'totalprecip_mm': 0.21, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 73.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 88, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",27.7,26.2,27.1,24.8,0.21,10.0,73.0,1,88,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"SALVADOR, BAHIA, BRAZIL",Salvador,Bahia,Brazil,-12.98,-38.52,America/Bahia,1703801622,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",11.9,19.1,100,E,1013.0,29.91,0.0,0.0,74,0,31.8,89.2,10.0,6.0,1.0,16.7,26.9,2023-12-29,"{'maxtemp_c': 28.0, 'maxtemp_f': 82.4, 'mintemp_c': 26.1, 'mintemp_f': 79.0, 'avgtemp_c': 26.9, 'avgtemp_f': 80.5, 'maxwind_mph': 16.1, 'maxwind_kph': 25.9, 'totalprecip_mm': 0.14, 'totalprecip_in': 0.01, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 1, 'daily_chance_of_rain': 89, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}, 'uv': 6.0}",28.0,26.1,26.9,25.9,0.14,10.0,72.0,1,89,0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063
"SALVADOR, BAHIA, BRAZIL",Salvador,Bahia,Brazil,-12.98,-38.52,America/Bahia,1703801622,2023-12-28 19:13,1703800800,2023-12-28 19:00,28.0,82.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",11.9,19.1,100,E,1013.0,29.91,0.0,0.0,74,0,31.8,89.2,10.0,6.0,1.0,16.7,26.9,2023-12-30,"{'maxtemp_c': 28.0, 'maxtemp_f': 82.5, 'mintemp_c': 24.8, 'mintemp_f': 76.6, 'avgtemp_c': 26.5, 'avgtemp_f': 79.7, 'maxwind_mph': 21.0, 'maxwind_kph': 33.8, 'totalprecip_mm': 0.06, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 76.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 7.0}",28.0,24.8,26.5,33.8,0.06,10.0,76.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
"VITORIA, ESPIRITO SANTO, BRAZIL",Vitoria,Espirito Santo,Brazil,-20.32,-40.35,America/Sao_Paulo,1703801623,2023-12-28 19:13,1703800800,2023-12-28 19:00,26.0,78.8,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",5.6,9.0,150,SSE,1014.0,29.94,0.0,0.0,74,75,28.6,83.4,10.0,6.0,1.0,10.1,16.2,2023-12-28,"{'maxtemp_c': 26.8, 'maxtemp_f': 80.2, 'mintemp_c': 21.6, 'mintemp_f': 71.0, 'avgtemp_c': 24.0, 'avgtemp_f': 75.2, 'maxwind_mph': 7.4, 'maxwind_kph': 11.9, 'totalprecip_mm': 0.01, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 72.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'uv': 6.0}",26.8,21.6,24.0,11.9,0.01,10.0,72.0,0,0,0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003
"VITORIA, ESPIRITO SANTO, BRAZIL",Vitoria,Espirito Santo,Brazil,-20.32,-40.35,America/Sao_Paulo,1703801623,2023-12-28 19:13,1703800800,2023-12-28 19:00,26.0,78.8,0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",5.6,9.0,150,SSE,1014.0,29.94,0.0,0.0,74,75,28.6,83.4,10.0,6.0,1.0,10.1,16.2,2023-12-29,"{'maxtemp_c': 30.8, 'maxtemp_f': 87.4, 'mintemp_c': 21.1, 'mintemp_f': 69.9, 'avgtemp_c': 26.1, 'avgtemp_f': 79.0, 'maxwind_mph': 15.2, 'maxwind_kph': 24.5, 'totalprecip_mm': 0.02, 'totalprecip_in': 0.0, 'totalsnow_cm': 0.0, 'avgvis_km': 10.0, 'avgvis_miles': 6.0, 'avghumidity': 76.0, 'daily_will_it_rain': 0, 'daily_chance_of_rain': 0, 'daily_will_it_snow': 0, 'daily_chance_of_snow': 0, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'uv': 7.0}",30.8,21.1,26.1,24.5,0.02,10.0,76.0,0,0,0,0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
